Brand_ID,Classification,Price,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
Wi02-2154,Red,19.99,6.144,0.1372,0.2884,7.268,0.05244,18.9,79.54,1.0837325,3.3904,0.3924,9.4,0.035583044
Wi02-2155,Red,16.99,7.2,0.4998,0.0206,1.564,0.07728,11.7,30.07,1.0849642,3.4944,0.5886,9.87,0.0343368
Wi02-2156,Red,19.99,6.816,0.1764,0.3296,11.224,0.04416,32.4,121.25,1.086403,3.0368,0.5886,8.836,0.026855469
Wi02-2157,Red,23.99,6.816,0.4312,0.3811,2.484,0.03772,31.5,124.16,1.078664,3.1928,0.4687,12.69,0.022642643
Wi02-2158,Red,14.99,5.856,0.2744,0.2575,16.33,0.04048,43.2,156.17,1.089237,3.4736,0.5232,8.93,0.049585063
Wi02-2159,Red,13.99,5.376,0.196,0.2266,1.196,0.04508,22.5,150.35,1.0823264,3.8896,0.4687,9.4,0.04937518
Wi02-2160,Red,13.99,7.104,0.2058,0.2781,1.104,0.03772,24.3,96.03,1.082043,3.3176,0.3597,9.212,0.026771742
Wi02-2161,Red,13.99,5.952,0.1764,0.3914,1.38,0.02576,32.4,113.49,1.08237,3.6088,0.5886,9.118,0.027024106
Wi02-2162,Red,13.99,6.144,0.1666,0.2781,9.108,0.04324,23.4,97.97,1.0855964,3.4736,0.545,9.306,0.032586703
Wi02-2163,Red,10.99,7.392,0.3822,0.1236,1.564,0.08924,17.1,26.19,1.0855964,3.2864,0.5341,8.836,0.047151816
Wi02-2164,Red,24.99,6.816,0.6468,0,2.208,0.04784,5.4,10.67,1.0825662,3.484,0.7194,11.938,0.021337513
Wi02-2165,Red,19.99,6.528,0.4018,0.3193,8.096,0.07728,23.4,43.65,1.0880816,3.5152,0.6976,9.494,0.035076531
Wi02-2166,Red,11.99,6.912,0.3038,0.2678,6.716,0.046,33.3,152.29,1.0859125,3.2136,0.4687,8.46,0.036898389
Wi02-2167,Red,13.99,8.64,0.5292,0.5047,2.668,0.08648,36.9,106.7,1.088038,3.2032,0.6649,8.648,0.039606955
Wi02-2168,Red,8.99,6.24,0.2254,0.3914,1.196,0.02944,26.1,108.64,1.0823482,3.4216,0.5886,9.118,0.053841335
Wi02-2169,Red,18.99,5.664,0.2842,0.2575,12.328,0.06164,64.8,155.2,1.0869589,3.4632,0.5886,9.682,0.028616025
Wi02-2170,Red,6.99,5.568,0.2352,0.4532,3.22,0.02668,4.5,105.73,1.080517,3.6712,0.4687,10.998,0.121411464
Wi02-2171,Red,23.99,6.912,0.4704,0.0721,5.06,0.08188,9,17.46,1.0865556,3.5048,0.7412,10.528,0.021219135
Wi02-2172,Red,12.99,8.928,0.5978,0.2678,3.128,0.0828,22.5,84.39,1.0897275,3.3696,0.6758,9.118,0.038865962
Wi02-2173,Red,13.99,7.68,0.6076,0.3605,2.576,0.07912,25.2,50.44,1.08673,3.4424,0.6758,10.152,0.038575376
Wi02-2174,Red,21.99,8.736,0.2842,0.3399,1.886,0.05796,11.7,26.19,1.0847244,3.3904,0.9156,10.998,0.020812482
Wi02-2175,Red,25.99,6.432,0.245,0.3399,2.668,0.05244,46.8,167.81,1.082806,3.1408,0.5232,8.93,0.024949195
Wi02-2176,Red,8.99,5.952,0.588,0.0824,1.84,0.0828,28.8,42.68,1.084441,3.588,0.6322,9.87,0.046571492
Wi02-2177,Red,14.99,6.144,0.2744,0.4223,6.256,0.0414,54.9,209.52,1.084768,3.2136,0.5014,8.836,0.042793398
Wi02-2178,Red,22.99,5.376,0.4802,0.1339,4.14,0.03588,15.3,112.52,1.079863,3.5568,0.981,12.878,0.020361887
Wi02-2179,Red,8.99,4.992,0.245,0.2369,1.288,0.04324,18,74.69,1.0791109,3.4528,0.6758,10.716,0.054320988
Wi02-2180,Red,14.99,6.144,0.3528,0.2163,2.024,0.04324,23.4,46.56,1.0863049,3.6088,0.8393,9.118,0.033620226
Wi02-2181,Red,9.99,8.544,0.3136,0.5047,1.472,0.046,15.3,127.07,1.085204,3.2552,0.3706,8.836,0.037445024
Wi02-2182,Red,19.99,9.792,0.2842,0.6695,2.208,0.069,5.4,16.49,1.0852585,3.3488,0.6867,11.092,0.033620226
Wi02-2183,Red,19.99,9.024,0.1666,0.5665,1.472,0.04508,12.6,91.18,1.084441,3.1408,0.6649,9.682,0.035076531
Wi02-2184,Red,13.99,7.488,0.5194,0.3399,2.208,0.0736,21.6,139.68,1.0862395,3.432,0.654,8.93,0.03703392
Wi02-2185,Red,16.99,6.144,0.343,0.2884,11.592,0.03588,17.1,120.28,1.0849751,3.328,0.4687,9.964,0.030152186
Wi02-2186,Red,10.99,4.8,0.5978,0.1236,1.196,0.00828,58.5,97,1.076266,3.3904,0.4033,12.69,0.03703392
Wi02-2187,Red,12.99,7.008,0.5782,0.2678,6.624,0.0644,31.5,117.37,1.087929,3.5048,0.5341,8.836,0.040369343
Wi02-2188,Red,12.99,8.064,0.1764,0.4326,4.692,0.03312,6.3,74.69,1.083351,3.2864,0.5668,10.998,0.042962709
Wi02-2189,Red,14.99,10.752,0.2744,0.5768,1.748,0.069,15.3,58.2,1.08782,3.2864,0.6322,9.212,0.034458454
Wi02-2190,Red,19.99,7.488,0.2548,0.2781,1.748,0.04692,46.8,189.15,1.082152,3.3592,0.545,10.246,0.026196464
Wi02-2191,Red,15.99,6.72,0.2352,0.2472,8.28,0.0276,37.8,212.43,1.0860324,3.6088,0.5014,9.588,0.031175957
Wi02-2192,Red,10.99,9.216,0.5488,0.2369,3.128,0.09384,33.3,89.24,1.089564,3.432,0.7085,9.494,0.04196167
Wi02-2193,Red,19.99,5.76,0.2352,0.3502,0.92,0.03312,46.8,178.48,1.0801573,3.5776,0.4796,10.763,0.036363636
Wi02-2194,Red,9.99,6.24,0.2548,0.3502,1.288,0.0368,22.5,178.48,1.0814544,3.4216,0.5014,10.058,0.04196167
Wi02-2195,Red,8.99,6.624,0.1862,0.3605,4.6,0.06164,28.8,145.5,1.08455,3.4944,0.5232,9.212,0.045075317
Wi02-2196,Red,25.99,6.432,0.1372,0.5253,3.956,0.02576,51.3,120.28,1.0810184,3.0264,0.5886,10.058,0.020033474
Wi02-2197,Red,17.99,6.144,0.3724,0.206,4.876,0.10764,51.3,175.57,1.0841031,3.3696,0.4687,8.93,0.027452713
Wi02-2198,Red,13.99,5.472,0.2548,0.2781,3.772,0.18492,66.15,183.815,1.083678,3.4008,0.4142,8.836,0.030760282
Wi02-2199,Red,19.99,6.816,0.196,0.2781,8.832,0.03404,17.1,101.85,1.0839396,3.1616,0.4033,9.87,0.019925767
Wi02-2200,Red,14.99,12.48,0.3136,0.6695,2.392,0.08556,13.5,45.59,1.089564,3.172,0.6649,9.964,0.042625086
Wi02-2201,Red,13.99,7.008,0.2058,0.309,10.028,0.03404,16.2,108.64,1.08673,3.536,0.545,9.024,0.030657662
Wi02-2202,Red,8.99,6.048,0.3136,0.2678,11.316,0.04048,21.6,198.85,1.0857599,3.2344,0.6322,9.306,0.042625086
Wi02-2203,Red,10.99,7.68,0.6468,0.7416,16.146,0.03864,55.8,226.01,1.089891,3.0368,0.7412,8.836,0.086309034
Wi02-2204,Red,13.99,7.776,0.1862,0.5974,15.318,0.04508,43.2,175.57,1.090654,3.328,0.6758,8.554,0.029465259
Wi02-2205,Red,20.99,7.968,0.2058,0.412,1.472,0.02944,31.5,106.7,1.079863,3.1408,0.654,12.126,0.022448979
Wi02-2206,Red,13.99,8.64,0.3038,0.4944,6.072,0.03956,9.9,70.81,1.083242,3.016,0.4142,10.904,0.044354123
Wi02-2207,Red,13.99,7.488,0.5684,0.1339,1.932,0.09384,15.3,34.92,1.083896,3.3696,0.5777,10.528,0.027714789
Wi02-2208,Red,10.99,6.528,0.2646,0.1236,1.196,0.0368,78.3,162.96,1.08128,3.3072,0.4469,9.4,0.037863012
Wi02-2209,Red,27.99,9.024,0.294,0.5768,2.576,0.0736,5.4,16.49,1.086076,3.276,1.0028,10.998,0.018994304
Wi02-2210,Red,11.99,5.856,0.2352,0.309,1.38,0.0414,19.8,59.17,1.08128,3.4424,0.5886,9.776,0.051535766
Wi02-2211,Red,24.99,6.432,0.1764,0.2884,9.384,0.03588,26.1,111.55,1.0842121,3.2344,0.4905,10.246,0.025024513
Wi02-2212,Red,11.99,8.832,0.5488,0.1854,1.472,0.07176,9,20.37,1.0853784,3.276,0.5341,9.306,0.043650101
Wi02-2213,Red,18.99,7.584,0.245,0.2987,4.876,0.02852,29.7,113.49,1.081062,3.1824,0.3488,11.092,0.022131683
Wi02-2214,Red,10.99,10.56,0.2548,0.7004,2.346,0.0782,9,24.25,1.08673,3.3072,0.6649,11.092,0.040680474
Wi02-2215,Red,12.99,7.008,0.245,0.2678,6.624,0.04416,46.8,200.79,1.0854983,3.2448,0.4033,8.648,0.046380429
Wi02-2216,Red,23.99,7.2,0.1862,0.3502,2.392,0.03404,29.7,121.25,1.081607,3.224,0.5341,10.434,0.02310439
Wi02-2217,Red,14.99,6.912,0.0784,0.5047,1.196,0.046,16.2,143.56,1.084005,3.5984,0.4796,9.588,0.033040077
Wi02-2218,Red,8.99,6.528,0.2156,0.2678,1.104,0.03772,26.1,176.54,1.0802336,3.1616,0.3815,10.528,0.03703392
Wi02-2219,Red,18.99,5.472,0.2156,0.206,14.72,0.04048,36.9,109.61,1.0884958,3.3488,0.5014,8.366,0.028432295
Wi02-2220,Red,8.99,8.832,0.5782,0.2472,3.036,0.09292,18,45.59,1.088692,3.3904,0.7303,9.024,0.045075317
Wi02-2221,Red,20.99,6.912,0.3528,0.3708,5.244,0.03496,23.4,95.06,1.080626,3.0472,0.6431,11.75,0.024504344
Wi02-2222,Red,11.99,7.296,0.2842,0.2678,5.98,0.03864,28.8,155.2,1.083896,3.2656,0.5123,10.058,0.04196167
Wi02-2223,Red,16.99,5.856,0.294,0.5768,2.484,0.04232,41.4,178.48,1.081716,3.4424,0.6213,10.246,0.026688406
Wi02-2224,Red,15.99,5.952,0.2254,0.3708,15.824,0.03588,33.3,126.1,1.0894114,3.3592,0.4687,8.272,0.027539657
Wi02-2225,Red,17.99,8.544,0.7301,0.1854,2.3,0.07084,13.5,46.56,1.0871551,3.328,0.5123,9.118,0.0343368
Wi02-2226,Red,13.99,7.008,0.1764,0.6695,1.288,0.04232,25.2,152.29,1.084114,3.4632,0.6758,8.836,0.026115797
Wi02-2227,Red,31.99,7.584,0.5292,0.3502,2.3,0.06992,7.2,16.49,1.0816615,3.328,0.7848,12.314,0.017144612
Wi02-2228,Red,17.99,5.952,0.3136,0.1648,6.44,0.0414,27,131.92,1.084441,3.3072,0.5123,9.024,0.028070104
Wi02-2229,Red,21.99,6.24,0.0784,0.3399,1.748,0.02576,20.7,90.21,1.08019,3.4736,0.763,11.28,0.026035503
Wi02-2230,Red,16.99,6.912,0.1764,0.4635,4.048,0.04232,51.3,161.02,1.083787,3.2552,0.6758,10.528,0.028708559
Wi02-2231,Red,20.99,7.104,0.6223,0.103,2.208,0.0736,14.4,32.01,1.0871224,3.7232,0.7521,10.152,0.024577655
Wi02-2232,Red,19.99,7.68,0.7007,0.2266,2.116,0.069,11.7,78.57,1.0865992,3.3696,0.5886,8.93,0.035970164
Wi02-2233,Red,17.99,9.984,0.4018,0.5665,2.944,0.06992,19.8,52.38,1.089564,3.276,0.9701,9.306,0.033856571
Wi02-2234,Red,24.99,6.048,0.098,0.2472,5.52,0.03588,22.5,103.79,1.0846699,3.7336,0.5341,9.87,0.023580406
Wi02-2235,Red,10.99,7.392,0.1764,0.5459,1.104,0.03772,37.8,161.99,1.079972,3.2344,0.4796,11.186,0.03703392
Wi02-2236,Red,12.99,7.488,0.2842,0.2987,2.898,0.04048,36.9,113.49,1.0807677,3.3696,0.3815,10.81,0.042126064
Wi02-2237,Red,10.99,6.144,0.2744,0.2369,5.52,0.04692,45,157.14,1.08346,3.276,0.5668,9.588,0.045258364
Wi02-2238,Red,17.99,6.624,0.3136,0.2678,2.116,0.0276,9.9,99.91,1.0802554,3.1824,0.4578,10.434,0.029561946
Wi02-2239,Red,18.99,6.72,0.1274,0.3811,11.822,0.03864,32.4,101.85,1.0854329,3.172,0.5995,10.058,0.035840426
Wi02-2240,Red,17.99,8.448,0.294,0.3914,2.116,0.0552,17.1,69.84,1.0850187,3.5256,0.7848,11.092,0.033620226
Wi02-2241,Red,14.99,7.008,0.245,0.2987,6.9,0.04508,34.2,153.26,1.086185,3.5672,0.4142,9.024,0.037307232
Wi02-2242,Red,15.99,7.776,0.2842,0.5047,6.532,0.03864,19.8,120.28,1.083896,3.2656,0.4469,10.152,0.033975679
Wi02-2243,Red,14.99,5.76,0.3234,0.206,1.656,0.02852,44.1,154.23,1.081171,3.5464,0.5777,10.34,0.032812216
Wi02-2244,Red,9.99,9.504,0.343,0.5665,1.932,0.05704,4.5,13.58,1.086839,3.3904,0.8611,9.964,0.04052446
Wi02-2245,Red,13.99,7.68,0.294,0.6489,1.472,0.07452,14.4,28.13,1.0855092,3.432,0.8502,10.152,0.032142596
Wi02-2246,Red,8.99,6.144,0.2352,0.2369,6.716,0.06348,27.9,152.29,1.085858,3.38,0.5777,8.554,0.040061768
Wi02-2247,Red,24.99,7.104,0.1568,0.2781,14.26,0.046,22.5,130.95,1.088256,3.016,0.4687,8.178,0.025876021
Wi02-2248,Red,13.99,9.504,0.7252,0.1957,5.336,0.10212,29.7,73.72,1.0886702,3.2656,0.5995,8.836,0.042126064
Wi02-2249,Red,11.99,5.376,0.3038,0.3811,1.288,0.06808,10.8,93.12,1.084986,3.4528,0.6322,8.648,0.04937518
Wi02-2250,Red,13.99,5.76,0.2058,0.309,8.004,0.03312,42.3,123.19,1.0831112,3.3072,0.4251,9.964,0.05131339
Wi02-2251,Red,13.99,7.104,0.1764,0.3708,12.052,0.05152,64.8,158.11,1.09,3.5568,0.3815,8.554,0.02693959
Wi02-2252,Red,13.99,6.432,0.8379,0.0206,1.748,0.05888,26.1,36.86,1.0842448,3.432,0.6104,10.105,0.030052592
Wi02-2253,Red,19.99,6.432,0.2744,0.4326,3.22,0.0322,38.7,101.85,1.0793289,3.3072,0.4142,11.468,0.033040077
Wi02-2254,Red,19.99,6.624,0.2842,0.2575,11.224,0.0368,26.1,131.92,1.0851168,3.172,0.7085,9.776,0.027539657
Wi02-2255,Red,17.99,6.72,0.2156,0.309,1.656,0.0598,14.4,19.4,1.0864248,3.7544,0.8938,9.4,0.035840426
Wi02-2256,Red,9.99,8.64,0.4312,0.5047,2.208,0.07176,23.4,117.37,1.087602,3.3592,0.6322,8.648,0.050654828
Wi02-2257,Red,12.99,6.432,0.245,0.3708,7.912,0.03404,56.7,199.82,1.0851277,3.3072,0.545,9.024,0.036363636
Wi02-2258,Red,9.99,6.816,0.3626,0.6901,9.66,0.0414,44.1,150.35,1.087275,3.2864,0.4796,8.178,0.044176529
Wi02-2259,Red,11.99,7.104,0.4802,0.1957,2.76,0.07084,14.4,35.89,1.086294,3.5048,0.5559,9.87,0.041635756
Wi02-2260,Red,17.99,6.72,0.196,0.3399,4.324,0.0276,22.5,73.72,1.0813018,2.9952,0.5886,9.87,0.028894977
Wi02-2261,Red,19.99,7.296,0.3136,0.2575,8.74,0.0276,13.5,131.92,1.0831003,3.224,0.4796,11.374,0.032252768
Wi02-2262,Red,16.99,5.952,0.294,0.2884,1.472,0.03312,25.2,102.82,1.07718705,3.2656,0.4469,12.502,0.026115797
Wi02-2263,Red,14.99,6.624,0.4018,0.3399,2.024,0.07452,19.8,34.92,1.084441,3.5464,0.8175,10.434,0.027539657
Wi02-2264,Red,14.99,6.624,0.5684,0.206,1.61,0.05336,7.2,21.34,1.0826098,3.5152,0.5341,10.998,0.052900893
Wi02-2265,Red,13.99,7.2,0.5978,0.2678,1.748,0.06716,21.6,85.36,1.0857708,3.432,0.5777,9.212,0.039909297
Wi02-2266,Red,17.99,10.656,0.4312,0.4326,2.024,0.05888,12.6,18.43,1.0873622,3.38,0.6213,9.776,0.034215789
Wi02-2267,Red,25.99,7.008,0.245,0.3708,12.052,0.046,31.5,194,1.088474,3.1616,0.5014,8.366,0.024504344
Wi02-2268,Red,14.99,9.984,0.2548,0.4944,1.748,0.06072,5.4,9.7,1.0869916,3.4632,0.9483,10.246,0.029756752
Wi02-2269,Red,19.99,6.816,0.196,0.309,0.828,0.01748,3.6,27.16,1.0783479,3.328,0.3924,11.28,0.028523938
Wi02-2270,Red,13.99,5.856,0.2156,0.2369,2.852,0.04784,13.5,100.88,1.084332,3.2656,0.4578,8.178,0.042793398
Wi02-2271,Red,21.99,7.968,0.3038,0.4017,2.208,0.07176,15.3,41.71,1.0839396,3.4424,0.8393,11.75,0.024358701
Wi02-2272,Red,24.99,8.352,0.3234,0.3914,3.036,0.05796,9,18.43,1.0842012,3.432,0.7957,11.28,0.022384977
Wi02-2273,Red,10.99,7.296,0.5292,0.1339,2.3,0.08924,21.6,64.02,1.0876565,3.5256,0.6649,8.836,0.043133026
Wi02-2274,Red,21.99,9.408,0.6468,0.4017,2.944,0.07636,18.9,57.23,1.088801,3.5048,0.7739,10.81,0.024358701
Wi02-2275,Red,26.99,4.512,0.4459,0.1854,1.748,0.03312,29.7,102.82,1.0763314,3.3384,0.9047,13.16,0.019607808
Wi02-2276,Red,18.99,5.952,0.686,0.1545,4.692,0.06992,11.7,26.19,1.0858798,3.6816,0.654,11.186,0.030967074
Wi02-2277,Red,26.99,8.832,0.245,0.3502,1.104,0.02392,27.9,90.21,1.080844,3.0472,0.4033,10.622,0.021101741
Wi02-2278,Red,9.99,7.776,0.2744,0.4738,14.168,0.05428,28.8,171.69,1.090436,3.4008,0.6322,8.46,0.06875
Wi02-2279,Red,20.99,6.816,0.1764,0.3708,1.288,0.03956,27.9,84.39,1.078882,3.3904,0.4033,11.938,0.025955578
Wi02-2280,Red,21.99,7.008,0.3234,0.412,6.302,0.03496,28.8,133.86,1.08128,3.1512,0.327,11.186,0.025100173
Wi02-2281,Red,21.99,6.24,0.49,0.2266,3.772,0.03312,31.5,127.07,1.079318,3.3904,0.5995,12.22,0.02443136
Wi02-2282,Red,8.99,6.816,0.5488,0.1442,1.472,0.07176,6.3,17.46,1.0855528,3.4008,0.6758,8.742,0.054080364
Wi02-2283,Red,22.99,6.336,0.8232,0.0309,2.116,0.05428,28.8,46.56,1.084768,3.6608,0.6104,11.562,0.025718
Wi02-2284,Red,13.99,6.72,0.4214,0.3708,1.472,0.08188,12.6,35.89,1.0858035,3.4736,0.6104,8.648,0.027539657
Wi02-2285,Red,19.99,9.984,0.2352,0.5047,1.656,0.069,5.4,19.4,1.087493,3.3072,1.1554,10.34,0.028616025
Wi02-2286,Red,18.99,5.76,0.2646,0.309,13.524,0.04048,13.5,139.68,1.0863594,3.2448,0.5777,9.682,0.036363636
Wi02-2287,Red,21.99,6.432,0.294,0.2987,2.576,0.023,33.3,103.79,1.0808331,3.4424,0.6867,10.622,0.021219135
Wi02-2288,Red,23.99,5.952,0.343,0.3193,2.392,0.03312,33.3,89.24,1.0784242,3.4008,0.5777,12.032,0.022971032
Wi02-2289,Red,16.99,6.816,0.1568,0.4532,2.3,0.06256,15.3,30.07,1.0826752,3.484,0.5886,11.656,0.034215789
Wi02-2290,Red,18.99,7.296,0.2842,0.5047,8.832,0.0276,40.5,191.09,1.083242,3.2552,0.4142,11.562,0.020927467
Wi02-2291,Red,25.99,7.2,0.3038,0.2472,6.532,0.02852,25.2,136.77,1.0834273,3.2864,0.4142,9.964,0.020927467
Wi02-2292,Red,6.99,9.408,0.3528,0.4738,9.66,0.03496,3.6,80.51,1.085204,3.0056,0.327,9.494,0.060330501
Wi02-2293,Red,17.99,6.912,0.5586,0.0515,2.116,0.07452,14.4,34.92,1.0852476,3.5152,0.654,9.682,0.032699168
Wi02-2294,Red,9.99,5.088,0.7007,0.1957,1.38,0.14812,6.3,60.14,1.0834055,3.7648,0.6649,10.34,0.042291426
Wi02-2295,Red,26.99,5.76,0.1274,0.2884,5.244,0.03496,50.4,183.815,1.084332,3.7336,0.4687,9.964,0.023238912
Wi02-2296,Red,8.99,8.352,0.6615,0.103,1.472,0.0828,3.6,10.67,1.0872205,3.4424,0.7085,8.977,0.046763737
Wi02-2297,Red,11.99,7.488,0.6174,0.4944,1.564,0.092,12.6,93.12,1.085749,3.3176,0.6758,8.93,0.037307232
Wi02-2298,Red,18.99,6.336,0.2254,0.206,10.488,0.04048,40.5,127.07,1.0856836,3.0784,0.5559,9.118,0.032474817
Wi02-2299,Red,10.99,6.144,0.4655,0.0618,0.92,0.0276,8.1,127.07,1.079536,3.0888,0.3161,10.152,0.039606955
Wi02-2300,Red,13.99,7.68,0.4214,0.3708,2.116,0.069,9,46.56,1.087384,3.4736,0.5014,8.836,0.040215115
Wi02-2301,Red,14.99,6.72,0.7301,0.1236,1.656,0.10488,13.5,62.08,1.0855092,3.3488,0.6431,8.93,0.029083218
Wi02-2302,Red,9.99,12.96,0.5194,0.8137,4.416,0.1104,20.7,74.69,1.091962,3.3072,0.8393,12.22,0.044176529
Wi02-2303,Red,18.99,6.24,0.3332,0.2781,2.576,0.06164,7.2,42.68,1.0832856,3.3384,0.6104,11.28,0.033975679
Wi02-2304,Red,19.99,6.72,0.4214,0.0206,1.748,0.0736,13.5,27.16,1.0844628,3.484,0.8829,9.964,0.031707507
Wi02-2305,Red,18.99,8.064,0.196,0.3193,2.576,0.04968,14.4,86.33,1.0836344,3.0784,0.4905,8.93,0.031281193
Wi02-2306,Red,14.99,10.368,0.2842,0.4326,1.472,0.07728,17.1,26.19,1.0850405,3.4112,0.7957,11.186,0.027024106
Wi02-2307,Red,10.99,6.336,0.294,0.7622,4.232,0.03772,32.4,154.23,1.084114,3.3384,0.4905,9.306,0.037170199
Wi02-2308,Red,17.99,6.912,0.1372,0.3296,1.012,0.02024,43.2,112.52,1.0814762,3.1616,0.7303,9.4,0.027891598
Wi02-2309,Red,19.99,5.568,0.294,0.1236,1.472,0.03312,51.3,158.11,1.0817051,3.5152,0.6431,9.87,0.035328426
Wi02-2310,Red,13.99,6.432,0.3626,0.2575,2.3,0.02576,21.6,81.48,1.080081,3.2656,0.3924,10.998,0.031386961
Wi02-2311,Red,9.99,7.68,0.7938,0.2575,3.128,0.06992,30.6,82.45,1.0863812,3.3176,0.4578,8.648,0.036898389
Wi02-2312,Red,21.99,6.336,0.2058,0.2987,4.922,0.02668,38.7,102.82,1.0803208,3.0472,0.4687,10.81,0.022904785
Wi02-2313,Red,14.99,6.24,0.2254,0.2575,15.916,0.04232,13.5,106.7,1.0881252,3.276,0.4578,8.648,0.028432295
Wi02-2314,Red,9.99,6.528,0.3038,0.0927,1.288,0.0368,50.4,140.65,1.081498,3.3176,0.5014,9.4,0.050222807
Wi02-2315,Red,16.99,7.488,0.4116,0.2678,8.464,0.05336,30.6,193.03,1.086948,3.2656,0.5995,8.742,0.02710902
Wi02-2316,Red,15.99,7.2,0.2548,0.2575,1.564,0.03496,26.1,125.13,1.0825008,3.588,0.6104,9.776,0.029756752
Wi02-2317,Red,20.99,4.992,0.4704,0.0412,1.472,0.04968,17.1,102.82,1.082043,3.6816,0.6758,11.468,0.020361887
Wi02-2318,Red,18.99,6.24,0.2156,0.7416,6.256,0.03864,29.7,162.96,1.085422,3.2448,0.3924,8.648,0.028341093
Wi02-2319,Red,12.99,4.608,0.3234,0,5.98,0.02576,30.6,158.11,1.083133,3.484,0.6649,9.306,0.039308036
Wi02-2320,Red,25.99,7.392,0.2646,0.7004,3.22,0.32936,4.5,9.7,1.086948,3.38,1.1772,9.306,0.023037566
Wi02-2321,Red,19.99,6.336,0.245,0.4223,6.808,0.03956,26.1,146.47,1.084114,3.276,0.654,9.588,0.021637826
Wi02-2322,Red,12.99,6.336,0.294,0.309,4.416,0.1564,54,161.02,1.084114,3.3072,0.5123,8.836,0.050438124
Wi02-2323,Red,18.99,4.704,0.2303,0.2781,10.81,0.0276,30.6,114.46,1.084986,3.1928,0.545,8.836,0.027891598
Wi02-2324,Red,10.99,6.336,0.5586,0.0206,1.932,0.1058,5.4,15.52,1.0862286,3.5152,0.7521,8.93,0.053841335
Wi02-2325,Red,13.99,7.104,0.3822,0.4944,1.84,0.07544,12.6,64.99,1.086948,3.4736,0.5995,8.648,0.038720261
Wi02-2326,Red,16.99,6.432,0.245,0.7622,17.848,0.04968,39.6,163.93,1.090436,3.6504,0.4905,9.212,0.032699168
Wi02-2327,Red,14.99,5.856,0.2156,0.2884,15.226,0.05428,48.6,130.95,1.0863485,3.328,0.4142,9.87,0.038865962
Wi02-2328,Red,14.99,5.664,0.5978,0.0824,1.932,0.06532,14.4,23.28,1.0831984,3.7024,0.8393,10.434,0.026522896
Wi02-2329,Red,16.99,8.448,0.1666,0.3914,1.656,0.0368,35.1,143.56,1.083678,3.2864,0.7303,9.588,0.034458454
Wi02-2330,Red,21.99,5.568,0.3136,0.3914,4.37,0.03036,20.7,91.18,1.08019,3.5568,0.4578,11.092,0.024577655
Wi02-2331,Red,9.99,7.296,0.3038,0.2678,1.564,0.06716,36,152.29,1.083242,3.224,0.5014,9.212,0.037722908
Wi02-2332,Red,9.99,6.72,0.196,0.7622,0.736,0.04048,17.1,158.11,1.082479,3.5984,0.5777,9.588,0.036629549
Wi02-2333,Red,12.99,6.816,0.2744,0.3193,1.38,0.04876,18,95.06,1.0798521,3.276,0.545,10.716,0.040369343
Wi02-2334,Red,11.99,5.568,0.6664,0.0206,1.656,0.08004,18.9,91.18,1.083896,3.6816,0.5668,9.4,0.038720261
Wi02-2335,Red,10.99,6.144,0.3136,0.2678,7.268,0.046,47.7,174.6,1.0847026,3.2656,0.545,9.024,0.051535766
Wi02-2336,Red,19.99,6.336,0.147,0.3502,0.92,0.03404,40.5,76.63,1.0785441,3.0784,0.545,10.998,0.034095417
Wi02-2337,Red,9.99,7.68,0.245,0.1339,15.824,0.03312,44.1,212.43,1.089564,3.0784,0.5014,9.118,0.03945707
Wi02-2338,Red,13.99,8.256,0.1568,0.3914,3.128,0.0368,36.9,138.71,1.082588,3.068,0.4251,9.588,0.029083218
Wi01-1000,White,14.99,11.808,0.49,0.5047,2.024,0.08188,4.5,13.58,1.090218,3.3176,0.4796,9.024,0.038720261
Wi01-1001,White,26.99,7.008,0.1274,0.3193,2.116,0.04968,19.8,100.88,1.081716,3.3696,1.0028,10.81,0.020641772
Wi01-1002,White,8.99,6.912,0.2842,0.5459,16.698,0.04324,53.1,176.54,1.089128,3.2136,0.5668,9.024,0.048959391
Wi01-1003,White,22.99,6.528,0.1764,0.309,11.776,0.05704,17.1,165.87,1.0879072,3.12,0.5668,8.46,0.02069844
Wi01-1004,White,8.99,7.968,0.1764,0.3811,1.104,0.04508,5.4,91.18,1.083133,3.3072,0.5668,9.494,0.043304359
Wi01-1005,White,11.99,5.856,0.245,0.1854,9.66,0.04508,36.9,120.28,1.085967,3.2656,0.3815,9.87,0.04734767
Wi01-1006,White,18.99,6.144,0.1421,0.5047,4.968,0.04416,48.6,159.08,1.084114,3.7024,0.4796,10.152,0.031175957
Wi01-1007,White,7.99,5.952,0.2254,0.3605,0.644,0.04692,21.6,107.67,1.080844,3.5048,0.4687,10.34,0.15315215
Wi01-1008,White,9.99,7.392,0.9408,0.206,1.84,0.04324,13.5,58.2,1.085095,3.4944,0.4796,10.246,0.049796288
Wi01-1009,White,14.99,6.816,0.6174,0.0618,1.84,0.07636,7.2,28.13,1.0884195,3.8168,0.7957,9.024,0.048753463
Wi01-1010,White,14.99,6.336,0.1666,0.3605,2.392,0.0276,29.7,75.66,1.0806914,3.3488,0.7848,10.622,0.031175957
Wi01-1011,White,10.99,6.72,0.2254,0.412,1.472,0.05796,18.9,64.99,1.084768,3.64,0.6867,10.434,0.037307232
